city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target,company_size_missing,company_type_missing
city_67,0.855,Female,1,Full time course,2,STEM,2.0,0,Early Stage Startup,1,49,0,0,0
city_10,0.895,Unknown,1,no_enrollment,3,STEM,15.0,2,Pvt Ltd,1,56,0,0,0
city_103,0.92,Male,1,no_enrollment,2,STEM,21.0,1,Pvt Ltd,5,98,0,0,0
city_21,0.624,Male,1,no_enrollment,2,STEM,12.0,2,Pvt Ltd,1,6,0,0,0
city_146,0.735,Male,0,no_enrollment,2,STEM,15.0,-1,Unknown,5,18,1,1,1
city_21,0.624,Female,0,Part time course,2,STEM,5.0,2,Pvt Ltd,1,32,0,0,0
city_21,0.624,Male,1,Full time course,2,STEM,1.0,5,Pvt Ltd,1,58,1,0,0
city_10,0.895,Male,0,Full time course,2,STEM,6.0,1,Pvt Ltd,2,73,0,0,0
city_103,0.92,Male,1,no_enrollment,3,STEM,21.0,3,Pvt Ltd,1,21,0,0,0
city_23,0.899,Male,1,Full time course,3,STEM,13.0,4,Funded Startup,1,20,0,0,0
city_103,0.92,Male,1,no_enrollment,2,STEM,5.0,1,Pvt Ltd,1,56,0,0,0
city_103,0.92,Male,0,no_enrollment,2,STEM,21.0,6,Public Sector,5,6,0,0,0
city_21,0.624,Female,1,Full time course,2,STEM,2.0,1,Pvt Ltd,1,4,1,0,0
city_75,0.939,Male,1,no_enrollment,2,STEM,13.0,7,Pvt Ltd,1,54,1,0,0
city_103,0.92,Male,1,no_enrollment,2,STEM,7.0,3,Pvt Ltd,1,57,0,0,0
city_114,0.926,Male,1,Part time course,3,Business Degree,21.0,5,Pvt Ltd,3,1,0,0,0
city_16,0.91,Male,1,no_enrollment,3,Other,5.0,5,Public Sector,1,50,0,0,0
city_160,0.92,Male,1,no_enrollment,2,STEM,13.0,4,Pvt Ltd,5,10,0,0,0
city_16,0.91,Female,1,no_enrollment,2,STEM,1.0,4,Pvt Ltd,1,46,0,0,0
city_114,0.926,Unknown,1,no_enrollment,3,STEM,20.0,3,Other,2,4,0,0,0
city_114,0.926,Male,1,no_enrollment,2,Unknown,15.0,2,Pvt Ltd,1,94,0,0,0
city_103,0.92,Male,1,no_enrollment,2,STEM,8.0,-1,Unknown,1,106,1,1,1
city_103,0.92,Male,1,no_enrollment,2,STEM,17.0,-1,Unknown,5,96,1,1,1
city_50,0.8959999999999999,Male,0,Full time course,1,Unknown,4.0,-1,Unknown,0,89,0,1,1
city_61,0.913,Male,1,Part time course,2,STEM,7.0,3,Pvt Ltd,1,18,0,0,0
city_21,0.624,Unknown,1,Full time course,3,STEM,4.0,5,Pvt Ltd,1,64,1,0,0
city_104,0.924,Male,1,no_enrollment,2,STEM,21.0,3,Pvt Ltd,5,39,0,0,0
city_103,0.92,Female,1,no_enrollment,2,STEM,21.0,6,Pvt Ltd,1,15,0,0,0
city_136,0.897,Male,1,no_enrollment,2,STEM,6.0,7,Unknown,0,50,0,0,1
city_10,0.895,Male,1,no_enrollment,2,STEM,9.0,1,Pvt Ltd,1,89,0,0,0
city_19,0.682,Male,1,no_enrollment,2,STEM,6.0,3,Pvt Ltd,1,45,0,0,0
city_46,0.762,Male,0,no_enrollment,3,STEM,10.0,6,Public Sector,1,122,0,0,0
city_71,0.884,Male,1,no_enrollment,2,STEM,5.0,1,Funded Startup,1,87,0,0,0
city_104,0.924,Unknown,1,no_enrollment,3,Other,0.0,3,Public Sector,1,40,0,0,0
city_21,0.624,Male,0,Full time course,2,STEM,5.0,-1,Unknown,0,13,1,1,1
city_114,0.926,Male,1,no_enrollment,2,Other,19.0,0,Funded Startup,1,130,0,0,0
city_109,0.701,Male,0,no_enrollment,0,Unknown,0.0,-1,Unknown,0,72,0,1,1
city_21,0.624,Unknown,0,Full time course,1,Unknown,4.0,-1,Unknown,0,48,0,1,1
city_61,0.913,Male,1,no_enrollment,2,Unknown,21.0,0,Public Sector,5,3,0,0,0
city_103,0.92,Male,1,no_enrollment,2,Humanities,21.0,7,Pvt Ltd,1,20,0,0,0
city_103,0.92,Male,1,no_enrollment,2,STEM,7.0,5,Pvt Ltd,3,25,0,0,0
city_28,0.939,Male,1,no_enrollment,3,STEM,21.0,-1,Unknown,0,50,0,1,1
city_158,0.7659999999999999,Unknown,0,Full time course,2,STEM,3.0,-1,Unknown,0,182,1,1,1
city_11,0.55,Male,1,Part time course,2,No Major,6.0,4,Pvt Ltd,1,23,1,0,0
city_114,0.926,Male,0,Full time course,1,Unknown,1.0,-1,Unknown,0,65,0,1,1
city_114,0.926,Male,1,Part time course,2,STEM,10.0,7,Pvt Ltd,0,44,0,0,0
city_21,0.624,Male,1,no_enrollment,2,STEM,10.0,7,Pvt Ltd,2,9,1,0,0
city_21,0.624,Male,0,Full time course,2,Arts,1.0,-1,Pvt Ltd,0,42,0,1,0
city_114,0.926,Male,0,no_enrollment,1,Unknown,8.0,-1,Unknown,1,155,1,1,1
city_21,0.624,Unknown,1,no_enrollment,3,STEM,8.0,0,Early Stage Startup,1,12,0,0,0
city_136,0.897,Male,1,no_enrollment,3,STEM,13.0,7,Pvt Ltd,0,73,0,0,0
city_76,0.698,Male,1,no_enrollment,2,STEM,21.0,5,Pvt Ltd,5,54,0,0,0
city_40,0.7759999999999999,Unknown,1,Full time course,2,STEM,10.0,2,Pvt Ltd,1,33,1,0,0
city_160,0.92,Male,0,no_enrollment,1,Unknown,21.0,-1,Unknown,5,22,0,1,1
city_103,0.92,Female,1,no_enrollment,3,Humanities,5.0,7,Public Sector,1,21,0,0,0
city_16,0.91,Male,0,Full time course,0,Unknown,9.0,-1,Unknown,0,29,0,1,1
city_114,0.926,Male,1,no_enrollment,2,STEM,8.0,2,Pvt Ltd,2,242,0,0,0
city_21,0.624,Male,0,no_enrollment,2,STEM,0.0,-1,Unknown,2,30,1,1,1
city_27,0.848,Male,1,no_enrollment,3,STEM,15.0,3,Pvt Ltd,1,19,0,0,0
city_136,0.897,Male,1,no_enrollment,3,STEM,5.0,7,Pvt Ltd,3,162,0,0,0
city_16,0.91,Female,1,no_enrollment,2,STEM,9.0,7,Pvt Ltd,1,8,0,0,0
city_103,0.92,Male,1,no_enrollment,2,STEM,11.0,1,Funded Startup,1,24,0,0,0
city_19,0.682,Unknown,1,no_enrollment,2,STEM,20.0,-1,Unknown,1,29,1,1,1
city_116,0.743,Male,1,no_enrollment,2,STEM,9.0,3,Public Sector,3,51,0,0,0
city_21,0.624,Male,0,Full time course,1,Unknown,2.0,-1,Unknown,0,34,1,1,1
city_74,0.579,Male,0,no_enrollment,3,STEM,5.0,2,NGO,1,89,1,0,0
city_136,0.897,Male,0,Full time course,3,STEM,5.0,-1,Unknown,0,86,0,1,1
city_103,0.92,Male,1,no_enrollment,2,STEM,14.0,3,Pvt Ltd,1,18,0,0,0
city_16,0.91,Unknown,0,no_enrollment,2,STEM,5.0,-1,Unknown,0,88,1,1,1
city_103,0.92,Unknown,0,Part time course,2,Unknown,6.0,-1,Unknown,1,98,0,1,1
city_142,0.727,Male,1,no_enrollment,2,STEM,2.0,2,Pvt Ltd,1,42,0,0,0
city_71,0.884,Unknown,1,no_enrollment,3,STEM,8.0,3,Unknown,1,67,0,0,1
city_114,0.926,Male,0,Full time course,3,STEM,13.0,7,Pvt Ltd,1,51,0,0,0
city_103,0.92,Male,1,no_enrollment,2,STEM,19.0,4,Pvt Ltd,5,46,0,0,0
city_136,0.897,Male,0,Part time course,1,Unknown,4.0,-1,Pvt Ltd,0,157,0,1,0
city_16,0.91,Male,1,no_enrollment,2,STEM,21.0,-1,Unknown,2,31,0,1,1
city_21,0.624,Male,1,no_enrollment,3,STEM,8.0,2,Pvt Ltd,2,102,1,0,0
city_111,0.698,Male,0,Full time course,2,STEM,4.0,-1,Unknown,1,9,0,1,1
city_103,0.92,Unknown,1,no_enrollment,2,STEM,4.0,1,Unknown,1,69,0,0,1
city_21,0.624,Male,0,Full time course,2,STEM,4.0,-1,Pvt Ltd,0,48,1,1,0
city_16,0.91,Male,0,no_enrollment,2,No Major,5.0,-1,Unknown,1,118,1,1,1
city_103,0.92,Male,1,no_enrollment,2,STEM,10.0,6,Pvt Ltd,1,118,0,0,0
city_97,0.925,Unknown,1,Part time course,3,STEM,16.0,2,Pvt Ltd,5,206,0,0,0
city_160,0.92,Male,1,no_enrollment,2,STEM,5.0,2,Pvt Ltd,1,42,0,0,0
city_70,0.698,Male,1,Full time course,2,STEM,0.0,-1,Unknown,2,26,1,1,1
city_114,0.926,Male,1,no_enrollment,2,Humanities,21.0,0,Pvt Ltd,5,14,0,0,0
city_103,0.92,Male,1,no_enrollment,2,STEM,9.0,6,Public Sector,2,78,1,0,0
city_103,0.92,Other,0,no_enrollment,0,Unknown,8.0,-1,Unknown,1,29,0,1,1
city_21,0.624,Male,0,Full time course,2,STEM,1.0,-1,Unknown,0,87,0,1,1
city_102,0.804,Male,1,no_enrollment,3,STEM,11.0,5,Pvt Ltd,1,15,1,0,0
city_21,0.624,Unknown,0,no_enrollment,2,STEM,0.0,2,Public Sector,1,95,1,0,0
city_21,0.624,Male,1,no_enrollment,3,STEM,9.0,1,Early Stage Startup,1,79,1,0,0
city_103,0.92,Male,0,no_enrollment,2,STEM,5.0,-1,Unknown,2,19,1,1,1
city_84,0.698,Male,0,Full time course,1,Unknown,1.0,3,Pvt Ltd,0,15,0,0,0
city_114,0.926,Male,1,no_enrollment,3,STEM,10.0,5,Pvt Ltd,1,62,0,0,0
city_103,0.92,Unknown,1,no_enrollment,2,STEM,21.0,-1,Unknown,5,14,0,1,1
city_114,0.926,Male,1,no_enrollment,1,Unknown,8.0,1,Pvt Ltd,0,50,1,0,0
city_21,0.624,Male,0,Full time course,1,Unknown,1.0,-1,Unknown,0,37,0,1,1
city_114,0.926,Male,1,no_enrollment,3,STEM,11.0,3,Funded Startup,1,82,0,0,0
city_114,0.926,Unknown,0,no_enrollment,3,STEM,16.0,0,Pvt Ltd,1,31,0,0,0
city_21,0.624,Male,0,no_enrollment,3,STEM,2.0,-1,Unknown,0,30,0,1,1
city_102,0.804,Male,1,no_enrollment,3,STEM,21.0,4,Pvt Ltd,5,168,0,0,0
city_136,0.897,Unknown,1,no_enrollment,3,STEM,4.0,6,Public Sector,1,130,0,0,0
city_21,0.624,Unknown,0,no_enrollment,1,Unknown,6.0,-1,Unknown,0,28,1,1,1
city_142,0.727,Male,1,Full time course,2,STEM,5.0,5,Pvt Ltd,1,48,0,0,0
city_103,0.92,Male,1,no_enrollment,2,STEM,13.0,7,Pvt Ltd,2,84,0,0,0
city_97,0.925,Male,0,no_enrollment,3,STEM,21.0,2,Pvt Ltd,5,116,0,0,0
city_57,0.866,Male,0,no_enrollment,1,Unknown,15.0,3,Pvt Ltd,3,14,0,0,0
city_102,0.804,Male,0,no_enrollment,2,STEM,3.0,3,Pvt Ltd,1,76,0,0,0
city_74,0.579,Male,1,Full time course,2,No Major,2.0,2,Pvt Ltd,1,4,1,0,0
city_103,0.92,Male,1,no_enrollment,2,STEM,21.0,2,Pvt Ltd,2,50,0,0,0
city_136,0.897,Male,1,no_enrollment,3,STEM,21.0,-1,Unknown,1,68,0,1,1
city_138,0.836,Male,1,Full time course,1,Unknown,5.0,7,Pvt Ltd,1,58,0,0,0
city_41,0.8270000000000001,Male,0,no_enrollment,2,Unknown,5.0,-1,Unknown,0,214,0,1,1
city_21,0.624,Male,0,no_enrollment,3,STEM,16.0,-1,Unknown,2,64,1,1,1
city_100,0.887,Unknown,0,no_enrollment,1,Unknown,1.0,-1,Unknown,0,45,0,1,1
city_103,0.92,Male,1,no_enrollment,2,STEM,21.0,5,Pvt Ltd,1,72,0,0,0
city_21,0.624,Male,1,no_enrollment,2,STEM,1.0,5,NGO,0,128,1,0,0
city_21,0.624,Male,1,no_enrollment,2,STEM,13.0,7,Pvt Ltd,3,53,1,0,0
city_21,0.624,Male,1,no_enrollment,3,Business Degree,16.0,0,Pvt Ltd,1,30,1,0,0
city_103,0.92,Unknown,0,Full time course,2,STEM,1.0,-1,Unknown,1,20,1,1,1
city_69,0.856,Male,1,no_enrollment,2,STEM,8.0,-1,Unknown,2,22,0,1,1
city_67,0.855,Male,1,no_enrollment,3,STEM,15.0,4,Pvt Ltd,0,334,0,0,0
city_100,0.887,Unknown,0,no_enrollment,2,Unknown,2.0,-1,Unknown,0,69,0,1,1
city_103,0.92,Male,0,Full time course,1,Unknown,3.0,-1,Unknown,0,36,1,1,1
city_143,0.74,Male,1,Full time course,2,STEM,6.0,1,Funded Startup,2,136,1,0,0
city_65,0.802,Male,1,no_enrollment,3,STEM,18.0,3,Pvt Ltd,2,50,0,0,0
city_104,0.924,Male,1,no_enrollment,2,STEM,5.0,3,Pvt Ltd,1,126,0,0,0
city_150,0.698,Male,0,Full time course,2,STEM,1.0,-1,Unknown,0,74,1,1,1
city_16,0.91,Male,1,no_enrollment,2,STEM,10.0,7,Pvt Ltd,1,20,0,0,0
city_114,0.926,Other,0,Full time course,3,STEM,21.0,-1,Unknown,2,50,0,1,1
city_21,0.624,Male,1,no_enrollment,2,STEM,17.0,3,Pvt Ltd,3,42,0,0,0
city_16,0.91,Unknown,1,no_enrollment,2,STEM,5.0,2,Pvt Ltd,1,37,1,0,0
city_100,0.887,Male,1,no_enrollment,2,STEM,13.0,-1,Unknown,5,106,1,1,1
city_36,0.893,Male,1,no_enrollment,1,Unknown,12.0,3,NGO,5,109,0,0,0
city_21,0.624,Male,1,no_enrollment,3,STEM,14.0,6,Pvt Ltd,1,87,1,0,0
city_83,0.923,Male,1,no_enrollment,3,STEM,21.0,3,Pvt Ltd,1,26,0,0,0
city_103,0.92,Male,1,no_enrollment,2,STEM,21.0,7,Pvt Ltd,3,54,0,0,0
city_65,0.802,Male,1,no_enrollment,3,STEM,11.0,4,Pvt Ltd,1,20,0,0,0
city_160,0.92,Unknown,0,no_enrollment,0,Unknown,1.0,-1,Pvt Ltd,0,47,0,1,0
city_103,0.92,Male,1,no_enrollment,2,STEM,21.0,5,Pvt Ltd,5,70,0,0,0
city_114,0.926,Male,1,no_enrollment,3,STEM,17.0,3,Pvt Ltd,5,19,0,0,0
city_61,0.913,Male,1,no_enrollment,2,STEM,11.0,2,Pvt Ltd,2,62,0,0,0
city_67,0.855,Male,1,no_enrollment,3,STEM,8.0,2,Pvt Ltd,2,24,0,0,0
city_160,0.92,Unknown,1,no_enrollment,2,Business Degree,10.0,-1,Unknown,1,10,1,1,1
city_16,0.91,Male,1,no_enrollment,2,STEM,8.0,3,Pvt Ltd,5,87,0,0,0
city_114,0.926,Male,1,Full time course,3,STEM,11.0,6,Public Sector,1,22,0,0,0
city_103,0.92,Male,1,no_enrollment,2,STEM,19.0,7,Pvt Ltd,5,294,0,0,0
city_114,0.926,Unknown,1,Full time course,3,STEM,12.0,3,Pvt Ltd,2,91,0,0,0
city_90,0.698,Male,0,no_enrollment,3,STEM,13.0,2,Pvt Ltd,0,131,0,0,0
city_100,0.887,Unknown,0,Full time course,4,STEM,7.0,5,Public Sector,5,124,0,0,0
city_74,0.579,Male,1,Full time course,2,STEM,8.0,-1,Unknown,1,21,0,1,1
city_65,0.802,Male,0,no_enrollment,4,STEM,10.0,3,Public Sector,5,73,0,0,0
city_103,0.92,Unknown,1,no_enrollment,2,STEM,15.0,3,Pvt Ltd,1,46,0,0,0
city_75,0.939,Male,1,no_enrollment,2,STEM,21.0,0,Pvt Ltd,2,65,0,0,0
city_21,0.624,Male,1,no_enrollment,2,STEM,5.0,2,Pvt Ltd,1,7,1,0,0
city_21,0.624,Male,1,Full time course,2,STEM,10.0,6,Pvt Ltd,1,286,1,0,0
city_45,0.89,Male,1,Part time course,2,STEM,7.0,2,Early Stage Startup,1,31,0,0,0
city_101,0.5579999999999999,Male,0,Full time course,1,Unknown,4.0,0,Early Stage Startup,1,87,0,0,0
city_21,0.624,Male,1,no_enrollment,2,STEM,3.0,2,Pvt Ltd,2,88,0,0,0
city_16,0.91,Male,0,Full time course,2,STEM,4.0,-1,Unknown,0,21,1,1,1
city_21,0.624,Male,0,no_enrollment,2,STEM,1.0,0,Early Stage Startup,1,7,0,0,0
city_65,0.802,Male,1,Part time course,2,STEM,6.0,5,Pvt Ltd,1,141,0,0,0
city_11,0.55,Male,1,Part time course,2,STEM,2.0,2,Pvt Ltd,1,97,1,0,0
city_103,0.92,Female,0,no_enrollment,2,STEM,0.0,-1,Unknown,2,8,1,1,1
city_11,0.55,Male,0,no_enrollment,1,Unknown,2.0,-1,Unknown,2,46,1,1,1
city_145,0.555,Male,1,no_enrollment,2,STEM,8.0,0,Early Stage Startup,0,12,0,0,0
city_67,0.855,Unknown,1,no_enrollment,3,STEM,6.0,7,Pvt Ltd,1,84,0,0,0
city_21,0.624,Unknown,1,no_enrollment,2,STEM,8.0,1,Pvt Ltd,2,84,1,0,0
city_128,0.527,Male,0,no_enrollment,2,Other,3.0,-1,Unknown,0,28,0,1,1
city_160,0.92,Male,1,no_enrollment,2,STEM,17.0,-1,Unknown,4,4,0,1,1
city_102,0.804,Male,1,Part time course,0,Unknown,5.0,-1,Unknown,1,13,0,1,1
city_103,0.92,Female,1,no_enrollment,2,STEM,21.0,-1,Unknown,5,42,1,1,1
city_104,0.924,Male,1,no_enrollment,2,Unknown,6.0,2,Pvt Ltd,1,12,0,0,0
city_21,0.624,Male,1,no_enrollment,2,STEM,0.0,4,Pvt Ltd,1,39,1,0,0
city_114,0.926,Unknown,0,Part time course,3,STEM,4.0,2,Public Sector,2,12,0,0,0
city_103,0.92,Female,0,Full time course,2,STEM,7.0,7,Pvt Ltd,1,22,0,0,0
city_160,0.92,Male,0,Full time course,2,STEM,2.0,-1,Unknown,1,39,1,1,1
city_117,0.698,Unknown,0,no_enrollment,2,STEM,6.0,-1,Unknown,0,106,1,1,1
city_61,0.913,Female,1,no_enrollment,3,STEM,13.0,2,Pvt Ltd,2,72,1,0,0
city_73,0.754,Male,0,Full time course,1,Unknown,4.0,-1,Unknown,4,80,1,1,1
city_103,0.92,Male,1,no_enrollment,3,STEM,21.0,1,Funded Startup,2,308,0,0,0
city_75,0.939,Male,0,no_enrollment,4,STEM,21.0,-1,Unknown,5,52,0,1,1
city_65,0.802,Male,1,no_enrollment,2,STEM,10.0,3,Pvt Ltd,0,42,0,0,0
city_103,0.92,Unknown,1,no_enrollment,4,STEM,21.0,7,Public Sector,3,36,0,0,0
city_103,0.92,Unknown,0,no_enrollment,2,STEM,4.0,6,Public Sector,2,6,0,0,0
city_103,0.92,Male,0,Part time course,2,STEM,2.0,1,Pvt Ltd,1,52,0,0,0
city_114,0.926,Male,1,no_enrollment,2,STEM,8.0,2,Funded Startup,2,53,0,0,0
city_103,0.92,Other,0,Full time course,2,Arts,1.0,-1,Unknown,0,117,0,1,1
city_103,0.92,Male,1,no_enrollment,2,STEM,21.0,2,Pvt Ltd,4,28,0,0,0
city_21,0.624,Male,0,Full time course,2,STEM,6.0,-1,Unknown,1,28,1,1,1
city_103,0.92,Unknown,1,no_enrollment,2,STEM,8.0,-1,Unknown,1,172,0,1,1
city_136,0.897,Male,1,no_enrollment,3,STEM,21.0,6,Pvt Ltd,5,43,0,0,0
city_114,0.926,Unknown,0,Full time course,1,Unknown,3.0,7,Pvt Ltd,2,14,0,0,0
city_83,0.923,Male,0,no_enrollment,3,STEM,19.0,4,Pvt Ltd,5,31,0,0,0
city_97,0.925,Male,1,no_enrollment,2,STEM,21.0,1,Pvt Ltd,5,102,0,0,0
city_16,0.91,Male,1,no_enrollment,2,No Major,21.0,7,Pvt Ltd,1,77,0,0,0
city_136,0.897,Male,1,no_enrollment,3,Humanities,10.0,-1,Unknown,2,80,0,1,1
city_70,0.698,Male,1,Full time course,2,STEM,9.0,2,Pvt Ltd,5,20,0,0,0
city_11,0.55,Male,0,Full time course,2,Humanities,0.0,-1,Unknown,0,43,0,1,1
city_103,0.92,Male,1,no_enrollment,2,STEM,15.0,3,Pvt Ltd,3,50,0,0,0
city_21,0.624,Unknown,0,no_enrollment,2,STEM,21.0,0,Unknown,1,36,1,0,1
city_159,0.843,Male,1,no_enrollment,3,STEM,15.0,0,Pvt Ltd,5,59,0,0,0
city_165,0.903,Male,1,no_enrollment,2,STEM,12.0,0,NGO,3,54,1,0,0
city_103,0.92,Male,0,no_enrollment,2,STEM,4.0,-1,Unknown,1,94,0,1,1
city_145,0.555,Male,0,Part time course,2,STEM,0.0,-1,Unknown,1,42,0,1,1
city_100,0.887,Unknown,0,no_enrollment,2,Unknown,21.0,-1,Unknown,1,39,1,1,1
city_136,0.897,Male,1,no_enrollment,2,STEM,3.0,-1,Unknown,5,22,0,1,1
city_179,0.512,Male,1,no_enrollment,2,STEM,13.0,2,Pvt Ltd,1,51,1,0,0
city_104,0.924,Unknown,0,Full time course,2,STEM,7.0,5,Public Sector,0,19,0,0,0
city_103,0.92,Male,1,no_enrollment,2,Other,18.0,2,Pvt Ltd,4,45,0,0,0
city_103,0.92,Male,0,Full time course,2,STEM,14.0,-1,Unknown,0,88,0,1,1
city_16,0.91,Male,1,no_enrollment,3,STEM,18.0,2,NGO,5,52,0,0,0
city_103,0.92,Male,0,Full time course,1,Unknown,4.0,-1,Unknown,1,26,0,1,1
city_103,0.92,Male,0,no_enrollment,0,Unknown,5.0,-1,Pvt Ltd,0,22,0,1,0
city_24,0.698,Male,1,no_enrollment,3,STEM,9.0,3,Pvt Ltd,2,48,0,0,0
city_103,0.92,Unknown,1,no_enrollment,2,STEM,2.0,-1,Unknown,1,39,1,1,1
city_103,0.92,Male,1,no_enrollment,3,STEM,18.0,7,Pvt Ltd,3,57,0,0,0
city_100,0.887,Female,1,no_enrollment,2,STEM,12.0,1,Pvt Ltd,1,100,0,0,0
city_159,0.843,Male,0,no_enrollment,3,STEM,7.0,-1,Pvt Ltd,0,15,0,1,0
city_103,0.92,Male,1,no_enrollment,2,Arts,21.0,4,Pvt Ltd,5,25,0,0,0
city_21,0.624,Unknown,0,no_enrollment,2,STEM,0.0,0,Unknown,1,104,1,0,1
city_21,0.624,Male,1,no_enrollment,2,STEM,16.0,5,Pvt Ltd,2,96,0,0,0
city_16,0.91,Male,1,no_enrollment,2,Humanities,5.0,4,Pvt Ltd,5,6,0,0,0
city_136,0.897,Male,1,no_enrollment,2,STEM,5.0,2,Unknown,1,9,0,0,1
city_16,0.91,Unknown,0,no_enrollment,1,Unknown,1.0,-1,Unknown,1,118,1,1,1
city_104,0.924,Male,1,no_enrollment,2,STEM,10.0,0,Unknown,2,144,0,0,1
city_103,0.92,Male,1,no_enrollment,2,STEM,17.0,7,Pvt Ltd,2,28,0,0,0
city_103,0.92,Male,1,no_enrollment,3,STEM,10.0,5,Pvt Ltd,1,57,0,0,0
city_11,0.55,Male,0,Full time course,2,STEM,4.0,-1,Unknown,1,43,0,1,1
city_16,0.91,Male,1,Full time course,2,STEM,13.0,5,Pvt Ltd,1,178,0,0,0
city_21,0.624,Unknown,1,no_enrollment,2,STEM,2.0,0,Funded Startup,1,35,0,0,0
city_123,0.738,Male,0,Full time course,1,Unknown,3.0,-1,Unknown,1,4,0,1,1
city_97,0.925,Unknown,1,no_enrollment,3,STEM,13.0,5,Unknown,1,39,0,0,1
city_136,0.897,Unknown,1,no_enrollment,3,STEM,10.0,1,Pvt Ltd,5,2,0,0,0
city_103,0.92,Male,1,no_enrollment,2,STEM,21.0,7,Pvt Ltd,5,10,0,0,0
city_103,0.92,Unknown,0,no_enrollment,2,STEM,3.0,2,Pvt Ltd,2,39,0,0,0
city_21,0.624,Male,1,Full time course,3,STEM,21.0,5,Pvt Ltd,5,4,0,0,0
city_75,0.939,Male,1,no_enrollment,2,STEM,11.0,1,Unknown,1,46,0,0,1
city_103,0.92,Male,1,no_enrollment,2,STEM,3.0,3,Pvt Ltd,3,106,1,0,0
city_21,0.624,Female,0,Full time course,1,Unknown,2.0,-1,Unknown,0,79,1,1,1
city_103,0.92,Male,0,Full time course,1,Unknown,5.0,2,NGO,1,3,0,0,0
city_21,0.624,Male,1,Full time course,3,STEM,0.0,2,Pvt Ltd,5,78,1,0,0
city_160,0.92,Male,1,no_enrollment,3,STEM,8.0,1,Unknown,1,23,0,0,1
city_103,0.92,Male,1,no_enrollment,2,STEM,11.0,3,Funded Startup,2,34,1,0,0
city_103,0.92,Unknown,1,no_enrollment,2,STEM,18.0,7,Pvt Ltd,1,2,0,0,0
city_21,0.624,Unknown,1,no_enrollment,2,STEM,4.0,-1,Pvt Ltd,1,104,0,1,0
city_103,0.92,Male,1,no_enrollment,2,STEM,14.0,5,Pvt Ltd,4,150,0,0,0
city_136,0.897,Male,1,no_enrollment,3,STEM,9.0,3,Pvt Ltd,1,5,0,0,0
city_73,0.754,Unknown,1,Part time course,2,STEM,6.0,1,Pvt Ltd,1,160,0,0,0
city_136,0.897,Male,1,no_enrollment,3,STEM,8.0,0,Early Stage Startup,1,84,0,0,0
city_150,0.698,Male,0,Full time course,2,STEM,0.0,3,NGO,1,56,0,0,0
city_158,0.7659999999999999,Unknown,0,Full time course,2,STEM,3.0,7,Unknown,1,13,1,0,1
city_23,0.899,Male,1,no_enrollment,1,Unknown,18.0,-1,Unknown,5,108,0,1,1
city_21,0.624,Male,1,no_enrollment,2,STEM,6.0,2,Pvt Ltd,5,161,0,0,0
city_21,0.624,Male,0,Full time course,2,STEM,6.0,5,Unknown,1,68,1,0,1
city_114,0.926,Male,1,no_enrollment,3,STEM,21.0,3,Pvt Ltd,5,72,0,0,0
city_138,0.836,Male,1,no_enrollment,2,STEM,21.0,1,Pvt Ltd,1,60,0,0,0
city_16,0.91,Male,1,no_enrollment,2,STEM,14.0,0,Pvt Ltd,2,262,0,0,0
city_159,0.843,Unknown,1,no_enrollment,2,STEM,8.0,3,Pvt Ltd,3,33,0,0,0
city_103,0.92,Male,0,Full time course,1,Unknown,2.0,2,Pvt Ltd,1,220,0,0,0
city_89,0.925,Female,1,no_enrollment,3,STEM,7.0,3,Pvt Ltd,1,20,0,0,0
city_114,0.926,Male,1,no_enrollment,3,STEM,11.0,2,Pvt Ltd,3,80,0,0,0
city_90,0.698,Unknown,0,Full time course,1,Unknown,4.0,1,NGO,1,334,0,0,0
city_100,0.887,Male,0,Full time course,1,Unknown,11.0,-1,Unknown,1,50,0,1,1
city_159,0.843,Male,1,no_enrollment,2,STEM,5.0,1,Funded Startup,1,10,0,0,0
city_21,0.624,Unknown,1,no_enrollment,2,No Major,0.0,1,Pvt Ltd,4,146,0,0,0
city_67,0.855,Unknown,1,no_enrollment,2,STEM,13.0,2,Pvt Ltd,1,94,0,0,0
city_21,0.624,Unknown,1,no_enrollment,2,STEM,14.0,7,Pvt Ltd,5,28,0,0,0
city_1,0.847,Male,1,no_enrollment,2,No Major,21.0,-1,Unknown,3,150,0,1,1
city_33,0.4479999999999999,Male,0,no_enrollment,2,STEM,5.0,7,Pvt Ltd,2,36,0,0,0
city_76,0.698,Male,1,no_enrollment,3,STEM,20.0,2,Pvt Ltd,2,132,0,0,0
city_100,0.887,Male,1,no_enrollment,2,Unknown,8.0,-1,Unknown,1,62,0,1,1
city_134,0.698,Male,1,Full time course,3,STEM,7.0,-1,Pvt Ltd,0,42,1,1,0
city_73,0.754,Unknown,1,Part time course,1,Unknown,2.0,3,Unknown,1,38,0,0,1
city_21,0.624,Unknown,1,no_enrollment,3,STEM,6.0,0,Pvt Ltd,1,111,1,0,0
city_73,0.754,Male,1,Part time course,3,STEM,14.0,7,Public Sector,2,288,0,0,0
city_21,0.624,Unknown,1,Full time course,2,STEM,5.0,2,Pvt Ltd,1,134,0,0,0
city_136,0.897,Female,0,Full time course,4,STEM,6.0,3,Public Sector,1,158,0,0,0
